0.0,0.0,0.2,0.4,0.0,0.4,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,193.0,194.0,0.0,196.0
0.0,0.0,0.2,0.4,0.0,0.4,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,37.0,38.0,0.0,40.0
nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.0,0.4,0.0,0.0,0.4,1.0,0.0,2.0,0.0,0.0,2.0,204.0,0.0,249.0,0.0,0.0,216.0
0.2,0.0,0.4,0.0,0.0,0.4,1.0,0.0,2.0,0.0,0.0,2.0,92.0,0.0,137.0,0.0,0.0,104.0
nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09090909090909091,0.09090909090909091,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.2727272727272727,1.0,1.0,3.0,2.0,1.0,3.0,172.0,91.0,165.0,70.0,181.0,20.0
0.125,0.0,0.375,0.125,0.125,0.25,1.0,0.0,3.0,1.0,1.0,2.0,60.0,0.0,53.0,198.0,69.0,56.0
0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,0.2857142857142857,0.14285714285714285,1.0,2.0,1.0,0.0,2.0,1.0,176.0,127.0,201.0,0.0,69.0,204.0
0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,0.2857142857142857,0.14285714285714285,1.0,2.0,1.0,0.0,2.0,1.0,164.0,115.0,189.0,0.0,57.0,192.0
0.14285714285714285,0.21428571428571427,0.21428571428571427,0.0,0.2857142857142857,0.14285714285714285,2.0,3.0,3.0,0.0,4.0,2.0,36.0,55.0,61.0,0.0,33.0,64.0
0.08333333333333333,0.3333333333333333,0.25,0.0,0.16666666666666666,0.16666666666666666,1.0,4.0,3.0,0.0,2.0,2.0,156.0,35.0,105.0,0.0,5.0,112.0
0.08333333333333333,0.3333333333333333,0.25,0.0,0.08333333333333333,0.25,1.0,4.0,3.0,0.0,1.0,3.0,96.0,27.0,45.0,0.0,181.0,52.0
0.1111111111111111,0.3333333333333333,0.2222222222222222,0.0,0.1111111111111111,0.2222222222222222,1.0,3.0,2.0,0.0,1.0,2.0,40.0,39.0,45.0,0.0,125.0,192.0
0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,2.0,1.0,1.0,1.0,2.0,0.0,47.0,121.0,294.0,65.0,132.0
0.0,0.0,0.5,0.25,0.25,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,197.0,198.0,153.0,0.0
0.2222222222222222,0.1111111111111111,0.3333333333333333,0.0,0.3333333333333333,0.0,2.0,1.0,3.0,0.0,3.0,0.0,240.0,139.0,81.0,0.0,37.0,0.0
0.15384615384615385,0.3076923076923077,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.07692307692307693,2.0,4.0,3.0,1.0,2.0,1.0,108.0,7.0,37.0,302.0,125.0,236.0
0.14285714285714285,0.21428571428571427,0.2857142857142857,0.07142857142857142,0.14285714285714285,0.14285714285714285,2.0,3.0,4.0,1.0,2.0,2.0,36.0,55.0,145.0,178.0,69.0,112.0
0.09090909090909091,0.09090909090909091,0.45454545454545453,0.09090909090909091,0.18181818181818182,0.09090909090909091,1.0,1.0,5.0,1.0,2.0,1.0,204.0,11.0,29.0,62.0,53.0,120.0
0.2,0.2,0.6,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,80.0,131.0,41.0,0.0,0.0,0.0
0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,31.0,45.0,0.0,0.0,0.0
0.25,0.0,0.0,0.0,0.5,0.25,1.0,0.0,0.0,0.0,2.0,1.0,244.0,0.0,0.0,0.0,113.0,260.0
0.11764705882352941,0.23529411764705882,0.17647058823529413,0.058823529411764705,0.23529411764705882,0.17647058823529413,2.0,4.0,3.0,1.0,4.0,3.0,108.0,27.0,101.0,202.0,21.0,68.0
0.0,0.7142857142857143,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,23.0,0.0,210.0,45.0,0.0
0.125,0.5,0.0,0.125,0.125,0.125,1.0,4.0,0.0,1.0,1.0,1.0,284.0,27.0,0.0,82.0,153.0,320.0
0.08695652173913043,0.21739130434782608,0.2608695652173913,0.17391304347826086,0.13043478260869565,0.13043478260869565,2.0,5.0,6.0,4.0,3.0,3.0,40.0,7.0,45.0,18.0,5.0,48.0
